Recorder,Recordee,Contact Time,Start,End,Order,ICT
10,17,118,23281,23398,3,240
10,17,1,23632,23632,4,234
10,17,1,24105,24105,5,473
10,17,3,24461,24463,6,356
10,17,357,74781,75137,7,50318
10,17,8,110078,110085,8,34941
10,17,234,110553,110786,9,468
10,17,1,116139,116139,10,5353
10,17,1092,159652,160743,11,43513
10,17,247,161000,161246,12,257
10,17,617,161884,162500,13,638
10,17,1,164367,164367,14,1867
10,17,123,166323,166445,15,1956
10,17,1,167658,167658,16,1213
10,17,8,168130,168137,17,472
10,17,1,168495,168495,18,358
10,17,1,248871,248871,19,80376
10,17,3772,260546,264317,20,11675
10,17,1561,264555,266115,21,238
10,17,1,266339,266339,22,224
10,17,4,266474,266477,23,135
10,18,1,22577,22577,1,0
10,18,1,22927,22927,2,350
10,18,234,159889,160122,3,136962
10,18,1,171386,171386,4,11264
10,18,1,179449,179449,5,8063
10,18,1,179695,179695,6,246
10,18,1,180062,180062,7,367
10,18,1,180403,180403,8,341
10,18,498,180897,181394,9,494
10,19,1,21879,21879,1,0
10,19,346,22230,22575,2,351
10,19,2,22806,22807,3,231
10,19,120,23161,23280,4,354
10,19,1,23513,23513,5,233
10,19,8,75265,75272,6,51752
10,19,1,75887,75887,7,615
10,19,1,76467,76467,8,580
10,19,8,79161,79168,9,2694
10,19,1,79535,79535,10,367
10,19,123,81672,81794,11,2137
10,19,235,89141,89375,12,7347
10,19,1,89621,89621,13,246
10,19,1,89970,89970,14,349
10,19,1,104697,104697,15,14727
10,19,1,164623,164623,16,59926
10,19,116,166323,166438,17,1700
10,19,245,167045,167289,18,607
10,19,1,167665,167665,19,376
10,19,1,175271,175271,20,7606
10,19,1,176211,176211,21,940
10,19,1,176783,176783,22,572
10,19,1,177853,177853,23,1070
10,19,221,178315,178535,24,462
10,19,1,251262,251262,25,72727
10,19,3158,260546,263703,26,9284
10,19,611,263939,264549,27,236
10,19,127,265044,265170,28,495
10,19,234,265882,266115,29,712
10,19,499,266348,266846,30,233
10,20,117,22004,22120,1,0
10,20,1,182123,182123,2,160003
10,20,115,183328,183442,3,1205
10,20,1,248489,248489,4,65047
10,21,3,23278,23280,1,0
10,21,111,23400,23510,2,120
10,21,1,23982,23982,3,472
10,21,1,24463,24463,4,481
10,21,129,164111,164239,5,139648
10,21,1,165099,165099,6,860
10,21,385,167408,167792,7,2309
10,21,1,171379,171379,8,3587
10,21,1,182852,182852,9,11473
10,21,1,188563,188563,10,5711
10,21,1,249703,249703,11,61140
10,21,1,250411,250411,12,708
10,21,1,255673,255673,13,5262
10,21,1,257344,257344,14,1671
10,21,15,258314,258328,15,970
10,21,254,258720,258973,16,392
10,21,246,266601,266846,17,7628
10,22,1,22116,22116,1,0
10,22,1,22348,22348,2,232
10,22,120,23161,23280,3,813
10,22,114,23400,23513,4,120
10,22,1,23858,23858,5,345
10,22,1,24105,24105,6,247
10,22,468,24228,24695,7,123
10,22,242,25391,25632,8,696
10,22,6,25994,25999,9,362
10,22,1,88538,88538,10,62539
10,22,1,88910,88910,11,372
10,22,1,91900,91900,12,2990
10,22,1,98261,98261,13,6361
10,22,15,113871,113885,14,15610
10,22,1,116392,116392,15,2507
10,22,1,118872,118872,16,2480
10,22,1,157596,157596,17,38724
10,22,1,164495,164495,18,6899
10,22,1,171748,171748,19,7253
10,22,1,181881,181881,20,10133
10,22,119,182130,182248,21,249
10,22,110,185344,185453,22,3096
10,22,1,185813,185813,23,360
10,22,120,249831,249950,24,64018
10,22,1,251850,251850,25,1900
10,22,1,256042,256042,26,4192
10,23,1,76582,76582,1,0
10,23,1,79035,79035,2,2453
10,23,1,89029,89029,3,9994
10,23,1,110904,110904,4,21875
10,23,125,111270,111394,5,366
10,23,1,111639,111639,6,245
10,23,1,111977,111977,7,338
10,23,1,116132,116132,8,4155
10,23,891,161246,162136,9,45114
10,23,1,167658,167658,10,5522
10,23,1,168137,168137,11,479
10,23,1,181023,181023,12,12886
10,23,1,182130,182130,13,1107
10,23,1,182986,182986,14,856
10,23,138,188932,189069,15,5946
10,23,1,250061,250061,16,60992
10,24,467,21413,21879,1,0
10,24,111,22120,22230,2,241
10,24,1,22575,22575,3,345
10,24,1,22807,22807,4,232
10,24,247,89375,89621,5,66568
10,24,1,111027,111027,6,21406
10,24,131,112091,112221,7,1064
10,24,1,112573,112573,8,352
10,24,1,159652,159652,9,47079
10,24,356,159889,160244,10,237
10,24,132,171617,171748,11,11373
10,24,1,189182,189182,12,17434
10,24,1,248752,248752,13,59570
10,24,1,251262,251262,14,2510
10,25,246,21759,22004,1,0
10,25,1,22460,22460,2,456
10,25,2,22806,22807,3,346
10,25,1,23278,23278,4,471
10,25,1,23741,23741,5,463
10,25,8,23975,23982,6,234
10,25,237,24342,24578,7,360
10,25,598,24917,25514,8,339
10,25,1,25875,25875,9,361
10,25,15,26117,26131,10,242
10,25,1,89375,89375,11,63244
10,25,1,117899,117899,12,28524
10,25,1,118387,118387,13,488
10,25,1,118872,118872,14,485
10,25,238,159652,159889,15,40780
10,25,494,160122,160615,16,233
10,25,745,161756,162500,17,1141
10,25,250,162637,162886,18,137
10,25,1,189788,189788,19,26902
10,25,349,256650,256998,20,66862
10,26,1,22118,22118,1,0
10,26,1,22809,22809,2,691
10,26,1,23041,23041,3,232
10,26,1,23281,23281,4,240
10,26,1,23858,23858,5,577
10,26,5,24338,24342,6,480
10,26,1,89251,89251,7,64909
10,26,1,116132,116132,8,26881
10,26,1,166078,166078,9,49946
10,26,225,167906,168130,10,1828
10,26,1,180062,180062,11,11932
10,26,1,180523,180523,12,461
10,26,129,182736,182864,13,2213
10,26,1,255091,255091,14,72227
10,26,1090,262123,263212,15,7032
10,26,1948,263462,265409,16,250
10,26,1,265645,265645,17,236
10,26,229,266115,266343,18,470
10,26,1,266474,266474,19,131
10,26,1,266601,266601,20,127
10,27,121,24105,24225,1,0
10,27,1,24804,24804,2,579
10,27,1,73319,73319,3,48515
10,27,1,81787,81787,4,8468
10,27,1,82033,82033,5,246
10,27,1,82289,82289,6,256
10,27,1,82785,82785,7,496
10,27,125,94776,94900,8,11991
10,27,120,95502,95621,9,602
10,27,1,101682,101682,10,6061
10,27,123,102179,102301,11,497
10,27,1,111027,111027,12,8726
10,27,1049,111977,113025,13,950
10,27,1,161891,161891,14,48866
10,27,1,163870,163870,15,1979
10,27,1,164495,164495,16,625
10,27,238,164975,165212,17,480
10,27,382,165579,165960,18,367
10,27,1,172591,172591,19,6631
10,27,1,173219,173219,20,628
10,27,1,173814,173814,21,595
10,27,1,174532,174532,22,718
10,27,1,174669,174669,23,137
10,27,1,176904,176904,24,2235
10,27,1,181881,181881,25,4977
10,27,678,183108,183785,26,1227
10,27,1,248482,248482,27,64697
10,27,724,248624,249347,28,142
10,27,1,249703,249703,29,356
10,27,226,249950,250175,30,247
10,27,133,250526,250658,31,351
10,27,1,257826,257826,32,7168
10,27,1,266229,266229,33,8403
10,27,1,266477,266477,34,248
10,27,1,266726,266726,35,249
10,28,3,23858,23860,1,0
10,28,1,24105,24105,2,245
10,28,122,24342,24463,3,237
10,28,1,24804,24804,4,341
10,28,1,25150,25150,5,346
10,28,1,25875,25875,6,725
10,28,1,26117,26117,7,242
10,28,6,26263,26268,8,146
10,28,1,111394,111394,9,85126
10,28,1,116146,116146,10,4752
10,28,1,248482,248482,11,132336
10,29,3,22116,22118,1,0
10,29,1,22233,22233,2,115
10,29,1,22806,22806,3,573
10,29,1,89029,89029,4,66223
10,29,1,89621,89621,5,592
10,29,1,90085,90085,6,464
10,29,249,91771,92019,7,1686
10,29,353,93718,94070,8,1699
10,29,117,95862,95978,9,1792
10,29,350,96315,96664,10,337
10,29,1,96907,96907,11,243
10,29,1,110897,110897,12,13990
10,29,1,111394,111394,13,497
10,29,1,111639,111639,14,245
10,29,1,113619,113619,15,1980
10,29,1,115664,115664,16,2045
10,29,1,181881,181881,17,66217
10,29,8,248984,248991,18,67103
10,30,1,22116,22116,1,0
10,30,1,22233,22233,2,117
10,30,235,22927,23161,3,694
10,30,1,23397,23397,4,236
10,30,1,23513,23513,5,116
10,30,123,23860,23982,6,347
10,30,1,24225,24225,7,243
10,30,116,24463,24578,8,238
10,30,1,25150,25150,9,572
10,30,1,75771,75771,10,50621
10,30,1,110904,110904,11,35133
10,30,365,112091,112455,12,1187
10,30,1,112914,112914,13,459
10,30,1,113378,113378,14,464
10,30,1,113395,113395,15,17
10,30,1,114117,114117,16,722
10,30,1,116139,116139,17,2022
10,30,1,117906,117906,18,1767
10,30,1,260799,260799,19,142893
10,30,1,262483,262483,20,1684
10,30,1,262975,262975,21,492
10,30,1,263331,263331,22,356
10,30,1,264432,264432,23,1101
10,30,124,264676,264799,24,244
10,30,1,265882,265882,25,1083
10,31,614,264799,265412,1,0
10,32,5,24338,24342,1,0
10,32,227,24578,24804,2,236
10,32,248,25267,25514,3,463
10,32,397,25994,26390,4,480
10,32,2193,82894,85086,5,56504
10,32,1,87189,87189,6,2103
10,32,117,88296,88412,7,1107
10,32,1,94417,94417,8,6005
10,32,125,94776,94900,9,359
10,32,131,110897,111027,10,15997
10,32,1,116139,116139,11,5112
10,32,130,186753,186882,12,70614
10,32,344,187479,187822,13,597
10,32,1,188085,188085,14,263
10,32,1,258314,258314,15,70229
10,32,1,258973,258973,16,659
10,32,1,263593,263593,17,4620
10,32,5,264313,264317,18,720
10,33,4,22806,22809,1,0
10,33,1,88789,88789,2,65980
10,33,483,111275,111757,3,22486
10,33,1,114004,114004,4,2247
10,33,1,171386,171386,5,57382
10,33,1180,179224,180403,6,7838
10,33,127,180897,181023,7,494
10,33,8,181394,181401,8,371
10,33,1,181646,181646,9,245
10,34,1,21649,21649,1,0
10,34,1,22460,22460,2,811
10,34,1,22809,22809,3,349
10,34,121,23161,23281,4,352
10,34,227,23632,23858,5,351
10,34,593,89029,89621,6,65171
10,34,1,91644,91644,7,2023
10,34,1,91771,91771,8,127
10,34,1,92380,92380,9,609
10,34,1,94893,94893,10,2513
10,34,365,95257,95621,11,364
10,34,8,97985,97992,12,2364
10,34,1,100006,100006,13,2014
10,34,1,104811,104811,14,4805
10,34,240,113145,113384,15,8334
10,34,124,113619,113742,16,235
10,34,15,113871,113885,17,129
10,34,1,114352,114352,18,467
10,34,1329,114695,116023,19,343
10,34,1,116392,116392,20,369
10,34,1,117899,117899,21,1507
10,34,1,164862,164862,22,46963
10,34,1,188563,188563,23,23701
10,35,230,21420,21649,1,0
10,35,115,22004,22118,2,355
10,35,1,22233,22233,3,115
10,35,120,22687,22806,4,454
10,35,238,23041,23278,5,235
10,35,114,23397,23510,6,119
10,35,123,23860,23982,7,350
10,35,1,24225,24225,8,243
10,35,1314,24804,26117,9,579
10,35,1237,26259,27495,10,142
10,35,1,30417,30417,11,2922
10,35,3030,30900,33929,12,483
10,35,1590,34284,35873,13,355
10,35,610,36104,36713,14,231
10,35,149,37091,37239,15,378
10,35,1,37598,37598,16,359
10,35,132,37737,37868,17,139
10,35,1,38118,38118,18,250
10,35,1,38605,38605,19,487
10,35,137,38977,39113,20,372
10,35,872,39473,40344,21,360
10,35,481,40600,41080,22,256
10,35,129,41317,41445,23,237
10,35,1,83617,83617,24,42172
10,35,1,84584,84584,25,967
10,35,1,86319,86319,26,1735
10,35,1,88166,88166,27,1847
10,35,1,88412,88412,28,246
10,35,1,90085,90085,29,1673
10,35,1,93718,93718,30,3633
10,35,1,95019,95019,31,1301
10,35,872,99024,99895,32,4005
10,35,1,101082,101082,33,1187
10,35,250,102553,102802,34,1471
10,35,251,104321,104571,35,1519
10,35,1,110904,110904,36,6333
10,35,370,111270,111639,37,366
10,35,1,165960,165960,38,54321
10,35,343,182986,183328,39,17026
10,35,1,186270,186270,40,2942
10,35,1,186875,186875,41,605
10,36,1,22004,22004,1,0
10,36,119,22809,22927,2,805
10,36,117,23281,23397,3,354
10,36,1,23860,23860,4,463
10,36,1,24461,24461,5,601
10,36,110,24695,24804,6,234
10,36,1,25999,25999,7,1195
10,36,5,26259,26263,8,260
10,36,1,73805,73805,9,47542
10,36,846,74177,75022,10,372
10,36,120,75272,75391,11,250
10,36,1,76582,76582,12,1191
10,36,367,99384,99750,13,22802
10,36,1,100006,100006,14,256
10,36,1,111270,111270,15,11264
10,36,241,111394,111634,16,124
10,36,734,113145,113878,17,1511
10,36,116,114352,114467,18,474
10,37,462,21413,21874,1,0
10,37,1,22118,22118,2,244
10,37,121,22687,22807,3,569
10,37,3,23278,23280,4,471
10,37,3,23398,23400,5,118
10,37,227,23632,23858,6,232
10,37,124,24105,24228,7,247
10,37,118,24461,24578,8,233
10,37,1,100840,100840,9,76262
10,37,1,101191,101191,10,351
10,37,617,102179,102795,11,988
10,37,1,104934,104934,12,2139
10,37,1,114467,114467,13,9533
10,37,8,114816,114823,14,349
10,37,255,164495,164749,15,49672
10,37,1,165212,165212,16,463
10,37,600,176904,177503,17,11692
10,37,1,181881,181881,18,4378
10,37,1,249582,249582,19,67701
10,37,8,263939,263946,20,14357
10,37,1668,264676,266343,21,730
10,37,125,266477,266601,22,134
10,38,356,21649,22004,1,0
10,38,1,22233,22233,2,229
10,38,1,22577,22577,3,344
10,38,115,22927,23041,4,350
10,38,1,23397,23397,5,356
10,38,1,23513,23513,6,116
10,38,116,23860,23975,7,347
10,38,1,24225,24225,8,250
10,38,1,24342,24342,9,117
10,38,697,24695,25391,10,353
10,38,368,25632,25999,11,241
10,38,133,26131,26263,12,132
10,38,1,26518,26518,13,255
10,38,115,74547,74661,14,48029
10,38,1,74898,74898,15,237
10,38,126,75391,75516,16,493
10,38,1,82894,82894,17,7378
10,38,1,84958,84958,18,2064
10,38,1,85690,85690,19,732
10,38,1,88296,88296,20,2606
10,39,6,21874,21879,1,0
10,39,1,22120,22120,2,241
10,39,340,22348,22687,3,228
10,39,1,22925,22925,4,238
10,39,1,23278,23278,5,353
10,39,349,23510,23858,6,232
10,39,1,24105,24105,7,247
10,39,115,24228,24342,8,123
10,39,118,24578,24695,9,236
10,39,1,25150,25150,10,455
10,39,12,25994,26005,11,844
10,39,1,26131,26131,12,126
10,39,1,26268,26268,13,137
10,39,247,81787,82033,14,55519
10,39,1,93362,93362,15,11329
10,39,1,111027,111027,16,17665
10,39,1,111757,111757,17,730
10,39,1,113390,113390,18,1633
10,39,1,116139,116139,19,2749
10,39,231,159652,159882,20,43513
10,39,487,160115,160601,21,233
10,39,1,160860,160860,22,259
10,39,8,161000,161007,23,140
10,39,1,161632,161632,24,625
10,39,1,161891,161891,25,259
10,39,8,162500,162507,26,609
10,39,1,167792,167792,27,5285
10,39,1,183442,183442,28,15650
10,39,1,248482,248482,29,65040
10,39,1,248624,248624,30,142
10,40,6,21874,21879,1,0
10,40,228,22348,22575,2,469
10,40,1,22925,22925,3,350
10,40,3,23398,23400,4,473
10,40,1,23741,23741,5,341
10,40,1,24578,24578,6,837
10,40,1,25507,25507,7,929
10,40,121,25755,25875,8,248
10,40,152,26117,26268,9,242
10,40,1,26771,26771,10,503
10,40,1,27116,27116,11,345
10,40,978,73684,74661,12,46568
10,40,1,97745,97745,13,23084
10,40,471,159652,160122,14,61907
10,40,1,160486,160486,15,364
10,40,127,160860,160986,16,374
10,40,1,161632,161632,17,646
10,40,1,162500,162500,18,868
10,40,1,162637,162637,19,137
10,40,1,163008,163008,20,371
10,40,1,163368,163368,21,360
10,40,129,164495,164623,22,1127
10,40,615,165092,165706,23,469
10,40,361,166078,166438,24,372
10,40,1,166694,166694,25,256
10,40,1,167045,167045,26,351
10,40,1,167792,167792,27,747
10,40,1,168261,168261,28,469
10,40,1,259203,259203,29,90942
10,40,3277,260546,263822,30,1343
10,40,2168,264313,266480,31,491
10,41,116,21759,21874,1,0
10,41,3,22116,22118,2,242
10,41,1,22233,22233,3,115
10,41,1,22577,22577,4,344
10,41,115,22927,23041,5,350
10,41,118,23281,23398,6,240
10,41,1,23632,23632,7,234
10,41,1,23860,23860,8,228
10,41,1,169454,169454,9,145594
10,41,1,169813,169813,10,359
10,41,1,171379,171379,11,1566
10,41,1,175022,175022,12,3643
10,41,1,182371,182371,13,7349
10,41,1,186270,186270,14,3899
10,41,256,186627,186882,15,357
11,1,347,22162,22508,1,0
11,1,122,22976,23097,2,468
11,1,365,92414,92778,3,69317
11,1,1,108427,108427,4,15649
11,1,696,184391,185086,5,75964
11,1,1118,185107,186224,6,21
11,1,583,186477,187059,7,253
11,1,238,187507,187744,8,448
11,1,1890,187985,189874,9,241
11,2,1,95916,95916,1,0
11,2,1,96747,96747,2,831
11,2,1,109887,109887,3,13140
11,3,1,22508,22508,1,0
11,3,1063,22859,23921,2,351
11,3,1,24038,24038,3,117
11,3,228,24155,24382,4,117
11,3,1,99226,99226,5,74844
11,3,1,106081,106081,6,6855
11,3,1,195017,195017,7,88936
11,3,1,252908,252908,8,57891
11,3,1,257264,257264,9,4356
11,3,1,267216,267216,10,9952
11,4,123,21561,21683,1,0
11,4,1,21817,21817,2,134
11,4,347,22162,22508,3,345
11,4,829,22748,23576,4,240
11,4,1,24038,24038,5,462
11,4,1,24152,24152,6,114
11,4,1,24382,24382,7,230
11,4,246,24610,24855,8,228
11,4,1,25210,25210,9,355
11,4,129,25332,25460,10,122
11,4,1,25801,25801,11,341
11,4,245,26157,26401,12,356
11,4,972,93243,94214,13,66842
11,4,122,94462,94583,14,248
11,4,1,98873,98873,15,4290
11,4,233,110119,110351,16,11246
11,4,2149,110609,112757,17,258
11,4,495,113340,113834,18,583
11,4,1,115595,115595,19,1761
11,4,1703,178230,179932,20,62635
11,4,1,182225,182225,21,2293
11,4,374,182708,183081,22,483
11,5,1,22622,22622,1,0
11,5,1,22976,22976,2,354
11,5,1,23696,23696,3,720
11,5,1,24040,24040,4,344
11,5,1,24382,24382,5,342
11,5,1,96860,96860,6,72478
11,5,1,110119,110119,7,13259
11,5,1,261345,261345,8,151226
11,5,1,264455,264455,9,3110
11,5,118,266859,266976,10,2404
11,6,352,99952,100303,1,0
11,6,349,111115,111463,2,10812
11,6,363,112395,112757,3,932
11,6,1,177989,177989,4,65232
11,7,1,21813,21813,1,0
11,7,1,21936,21936,2,123
11,7,1,93010,93010,3,71074
11,8,458,21817,22274,1,0
11,8,1,22622,22622,2,348
11,8,1,22981,22981,3,359
11,8,1,23334,23334,4,353
11,8,110,23467,23576,5,133
11,8,1,24152,24152,6,576
11,8,1,99826,99826,7,75674
11,8,124,112521,112644,8,12695
11,8,1,118971,118971,9,6327
11,8,112,181631,181742,10,62660
11,9,1,22627,22627,1,0
11,9,1,23576,23576,2,949
11,9,6,23921,23926,3,345
11,9,1,94095,94095,4,70169
11,9,242,94221,94462,5,126
11,10,1,21808,21808,1,0
11,10,121,23806,23926,2,1998
11,10,228,24270,24497,3,344
11,10,488,24729,25216,4,232
11,10,351,25692,26042,5,476
11,10,1,26284,26284,6,242
11,10,1,98641,98641,7,72357
11,10,126,98982,99107,8,341
11,10,1,110863,110863,9,11756
11,10,123,119085,119207,10,8222
11,10,1,182103,182103,11,62896
11,10,1,257491,257491,12,75388
11,10,1,259530,259530,13,2039
11,10,1,260109,260109,14,579
11,10,118,266859,266976,15,6750
11,12,481,264696,265176,1,0
11,12,8,265745,265752,2,569
11,13,1,115595,115595,1,0
11,13,1,257143,257143,2,141548
11,13,1,264455,264455,3,7312
11,13,118,266859,266976,4,2404
11,14,1,22048,22048,1,0
11,14,1,22627,22627,2,579
11,14,851,87530,88380,3,64903
11,14,615,93729,94343,4,5349
11,14,138,109750,109887,5,15407
11,15,15,93955,93969,1,0
11,15,376,94208,94583,2,239
11,15,246,99707,99952,3,5124
11,16,114,23463,23576,1,0
11,16,232,23924,24155,2,348
11,16,1,91695,91695,3,67540
11,16,357,92058,92414,4,363
11,16,1,93010,93010,5,596
11,16,1,93494,93494,6,484
11,16,1,97822,97822,7,4328
11,16,1,110609,110609,8,12787
11,16,714,113834,114547,9,3225
11,16,119,184151,184269,10,69604
11,16,1,184849,184849,11,580
11,16,877,185100,185976,12,251
11,16,117,257375,257491,13,71399
11,16,1,259154,259154,14,1663
11,16,1,259530,259530,15,376
11,17,1,21808,21808,1,0
11,17,1,21936,21936,2,128
11,17,1,23924,23924,3,1988
11,17,114,24042,24155,4,118
11,17,363,111463,111825,5,87308
11,17,700,112171,112870,6,346
11,17,120,117398,117517,7,4528
11,17,1,118485,118485,8,968
11,17,228,182964,183191,9,64479
11,17,1,183549,183549,10,358
11,17,1,266859,266859,11,83310
11,18,1,21676,21676,1,0
11,18,1,21934,21934,2,258
11,18,1,24739,24739,3,2805
11,18,118,25093,25210,4,354
11,18,1,258543,258543,5,233333
11,18,1,259410,259410,6,867
11,18,344,259766,260109,7,356
11,18,1,260469,260469,8,360
11,18,597,264580,265176,9,4111
11,18,615,265507,266121,10,331
11,18,484,266493,266976,11,372
11,19,138,21676,21813,1,0
11,19,113,21936,22048,2,123
11,19,115,23097,23211,3,1049
11,19,114,23463,23576,4,252
11,19,111,93010,93120,5,69434
11,19,1,105959,105959,6,12839
11,19,1081,106764,107844,7,805
11,19,1,108316,108316,8,472
11,19,1,108782,108782,9,466
11,19,1,109150,109150,10,368
11,19,1,257491,257491,11,148341
11,19,1,258094,258094,12,603
11,19,854,258432,259285,13,338
11,19,121,266976,267096,14,7691
11,19,1,267458,267458,15,362
11,20,1,21934,21934,1,0
11,20,1,22508,22508,2,574
11,20,266,184849,185114,3,162341
11,20,251,185366,185616,4,252
11,20,851,185976,186826,5,360
11,20,686,187175,187860,6,349
11,20,840,188579,189418,7,719
11,20,1,189760,189760,8,342
11,21,243,23097,23339,1,0
11,21,1,23576,23576,2,237
11,21,1,23924,23924,3,348
11,21,1,24042,24042,4,118
11,21,1,24500,24500,5,458
11,21,1,258432,258432,6,233932
11,21,118,259154,259271,7,722
11,21,700,259410,260109,8,139
11,21,1,260966,260966,9,857
11,21,235,261111,261345,10,145
11,22,122,21813,21934,1,0
11,22,123,22859,22981,2,925
11,22,130,23334,23463,3,353
11,22,111,23696,23806,4,233
11,22,1,24038,24038,5,232
11,22,1,24152,24152,6,114
11,22,1,24382,24382,7,230
11,22,484,24610,25093,8,228
11,22,117,25216,25332,9,123
11,22,1,25573,25573,10,241
11,22,5,26157,26161,11,584
11,22,1,92899,92899,12,66738
11,22,743,93841,94583,13,942
11,22,1,109265,109265,14,14682
11,22,1,110119,110119,15,854
11,22,1,110484,110484,16,365
11,22,240,113347,113586,17,2863
11,22,1,115252,115252,18,1666
11,22,1,115595,115595,19,343
11,22,355,118853,119207,20,3258
11,22,715,257264,257978,21,138057
11,22,1,259530,259530,22,1552
11,22,1,260236,260236,23,706
11,23,1,178350,178350,1,0
11,23,1,179546,179546,2,1196
11,23,1,181631,181631,3,2085
11,24,227,21936,22162,1,0
11,24,120,22508,22627,2,346
11,24,1,87761,87761,3,65134
11,24,1,102449,102449,4,14688
11,24,1,106653,106653,5,4204
11,24,1,108897,108897,6,2244
11,24,127,109631,109757,7,734
11,24,1,116933,116933,8,7176
11,24,1,259285,259285,9,142352
11,25,1,21813,21813,1,0
11,25,227,21936,22162,2,123
11,25,115,22508,22622,3,346
11,25,1,22976,22976,4,354
11,25,1,24042,24042,5,1066
11,25,1,24270,24270,6,228
11,25,1,24500,24500,7,230
11,25,1,24973,24973,8,473
11,25,119,25214,25332,9,241
11,25,592,25570,26161,10,238
11,25,233,83648,83880,11,57487
11,25,122,118971,119092,12,35091
11,25,112,187633,187744,13,68541
11,25,1194,187867,189060,14,123
11,25,457,189418,189874,15,358
11,25,1,257746,257746,16,67872
11,25,2245,261852,264096,17,4106
11,26,6,22976,22981,1,0
11,26,1,24973,24973,2,1992
11,26,1,105724,105724,3,80751
11,26,8,106764,106771,4,1040
11,26,357,107140,107496,5,369
11,26,1,107844,107844,6,348
11,26,461,108195,108655,7,351
11,26,127,109024,109150,8,369
11,26,245,180294,180538,9,71144
11,26,1,180788,180788,10,250
11,26,1,181384,181384,11,596
11,26,126,181742,181867,12,358
11,26,1,264455,264455,13,82588
11,26,118,266859,266976,14,2404
11,27,1,24155,24155,1,0
11,27,111,24500,24610,2,345
11,27,1,24855,24855,3,245
11,27,129,25332,25460,4,477
11,27,1,25692,25692,5,232
11,27,120,26042,26161,6,350
11,27,1341,93243,94583,7,67082
11,27,1,98982,98982,8,4399
11,27,1,99707,99707,9,725
11,27,138,109750,109887,10,10043
11,27,1,187514,187514,11,77627
11,27,1,187867,187867,12,353
11,27,1,188106,188106,13,239
11,27,1296,188579,189874,14,473
11,27,1813,259154,260966,15,69280
11,27,1,261111,261111,16,145
11,27,1,261595,261595,17,484
11,27,820,264933,265752,18,3338
11,27,1,267333,267333,19,1581
11,28,1,23806,23806,1,0
11,28,115,23926,24040,2,120
11,28,959,24497,25455,3,457
11,28,712,25573,26284,4,118
11,28,930,27014,27943,5,730
11,28,658,28430,29087,6,487
11,28,1,30059,30059,7,972
11,28,121,30409,30529,8,350
11,28,728,30788,31515,9,259
11,28,611,31756,32366,10,241
11,28,136,32726,32861,11,360
11,28,122,33223,33344,12,362
11,28,486,33587,34072,13,243
11,28,238,34809,35046,14,737
11,28,1701,35545,37245,15,499
11,28,1,37730,37730,16,485
11,28,708,38086,38793,17,356
11,28,236,99591,99826,18,60798
11,28,1,100188,100188,19,362
11,28,1,100435,100435,20,247
11,28,1,110229,110229,21,9794
11,28,379,110737,111115,22,508
11,28,1,113340,113340,23,2225
11,28,1,113841,113841,24,501
11,28,1,115595,115595,25,1754
11,28,1,259154,259154,26,143559
11,28,113,259997,260109,27,843
11,28,1,261345,261345,28,1236
11,29,118,21817,21934,1,0
11,29,1,106653,106653,2,84719
11,29,1,111463,111463,3,4810
11,29,124,113347,113470,4,1884
11,29,1,252908,252908,5,139438
11,30,1,22627,22627,1,0
11,30,1,22976,22976,2,349
11,30,346,23576,23921,3,600
11,30,460,24038,24497,4,117
11,30,6,24734,24739,5,237
11,30,1,25216,25216,6,477
11,30,1,25460,25460,7,244
11,30,1,86547,86547,8,61087
11,30,132,87152,87283,9,605
11,30,374,87761,88134,10,478
11,30,1,104744,104744,11,16610
11,30,360,105245,105604,12,501
11,30,129,110870,110998,13,5266
11,30,1,114081,114081,14,3083
11,30,1158,257746,258903,15,143665
11,31,1,266976,266976,1,0
11,32,235,24500,24734,1,0
11,32,1,24973,24973,2,239
11,32,3,25214,25216,3,241
11,32,583,25460,26042,4,244
11,32,246,26284,26529,5,242
11,32,120,26773,26892,6,244
11,32,588,27240,27827,7,348
11,32,2795,28962,31756,8,1135
11,32,618,32244,32861,9,488
11,32,1952,33095,35046,10,234
11,32,2192,35300,37491,11,254
11,32,1207,38086,39292,12,595
11,32,630,39683,40312,13,391
11,32,871,40805,41675,14,493
11,32,866,42051,42916,15,376
11,32,1,43298,43298,16,382
11,32,1347,43641,44987,17,343
11,32,470,45243,45712,18,256
11,32,1,46214,46214,19,502
11,32,948,46566,47513,20,352
11,32,484,99952,100435,21,52439
11,32,1,103634,103634,22,3199
11,32,1,110229,110229,23,6595
11,32,380,110484,110863,24,255
11,32,1523,111235,112757,25,372
11,32,485,113229,113713,26,472
11,32,588,113960,114547,27,247
11,32,462,114791,115252,28,244
11,32,1,115715,115715,29,463
11,32,1216,115949,117164,30,234
11,32,605,117517,118121,31,353
11,32,247,118485,118731,32,364
11,32,736,182103,182838,33,63372
11,32,1,183081,183081,34,243
11,32,1,183549,183549,35,468
11,32,1,190119,190119,36,6570
11,32,1,254468,254468,37,64349
11,32,221,258094,258314,38,3626
11,32,2076,259154,261229,39,840
11,32,1,261734,261734,40,505
11,33,1,83409,83409,1,0
11,33,123,83880,84002,2,471
11,33,355,84245,84599,3,243
11,33,738,90610,91347,4,6011
11,33,125,91695,91819,5,348
11,33,8,109389,109396,6,17570
11,33,1,110008,110008,7,612
11,34,1,22048,22048,1,0
